,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
639,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,KITTITAS COUNTY,205 WEST 5TH AVENUE SUITE 1,98926,WA,GOVERNMENT,916001349,3240,TRAFFIC GRANT
640,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,KLICKITAT COUNTY,205 S COLUMBUS AVENUE ROOM 108,98620,WA,GOVERNMENT,916001350,67625,SEX OFFENDER ADDRESS VERIFICATION
641,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,LEWIS COUNTY,345 WEST MAIN STREET,98532,WA,GOVERNMENT,916001351,124463,SEX OFFENDER ADDRESS VERIFICATION
642,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,LINCOLN COUNTY,404 SINCLAIR PO BOX 367,99122,WA,GOVERNMENT,916001352,19000,SEX OFFENDER ADDRESS VERIFICATION
643,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,LINCOLN COUNTY,404 SINCLAIR PO BOX 367,99122,WA,GOVERNMENT,916001352,4199,TRAFFIC GRANT
644,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,MAIKE & ASSOCIATES LLC,213 ELWHA BLUFFS ROAD,98363,WA,FOR PROFIT,270573715,42386,PROJECT SAFE NEIGHBORHOOD
645,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,MASON COUNTY,419 NORTH 4TH STREET,98584,WA,GOVERNMENT,916001354,96657,SEX OFFENDER ADDRESS VERIFICATION
646,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,OKANOGAN COUNTY,123 5TH AVENUE NORTH ROOM 200,98840,WA,GOVERNMENT,916001355,85810,SEX OFFENDER ADDRESS VERIFICATION
647,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,OKANOGAN COUNTY,123 5TH AVENUE NORTH ROOM 200,98840,WA,GOVERNMENT,916001355,1755,TRAFFIC GRANT
648,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,PACIFIC COUNTY,PO BOX 27,98586,WA,GOVERNMENT,916001356,100000,SEX OFFENDER ADDRESS VERIFICATION
649,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,PEND OREILLE COUNTY,331 SOUTH GARDEN AVENUE,99156,WA,GOVERNMENT,916001357,38250,SEX OFFENDER ADDRESS VERIFICATION
650,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,PIERCE COUNTY,930 TACOMA AVENUE SOUTH,98402,WA,GOVERNMENT,916001359,449209,SEX OFFENDER ADDRESS VERIFICATION
651,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SAN JUAN COUNTY,PO BOX 669,98250,WA,GOVERNMENT,916001360,29750,SEX OFFENDER ADDRESS VERIFICATION
652,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SEATTLE NEIGHBORHOOD GROUP,1810 E YESLER WAY,98122,WA,501(C)(3),943098473,31833,PROJECT SAFE NEIGHBORHOOD
653,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SKAGIT COUNTY,600 SOUTH THIRD,98273,WA,GOVERNMENT,916001361,107318,SEX OFFENDER ADDRESS VERIFICATION
654,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SKAGIT COUNTY,600 SOUTH THIRD,98273,WA,GOVERNMENT,916001361,4999,TRAFFIC GRANT
655,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SKAMANIA COUNTY,PO BOX 790,98648,WA,GOVERNMENT,916001363,43250,SEX OFFENDER ADDRESS VERIFICATION
656,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SNOHOMISH COUNTY,3000 ROCKEFELLER AVENUE MS 606,98201,WA,GOVERNMENT,916001368,719463,AUTO THEFT PREVENTION AUTHORITY
657,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SNOHOMISH COUNTY,3000 ROCKEFELLER AVENUE MS 606,98201,WA,GOVERNMENT,916001368,329628,SEX OFFENDER ADDRESS VERIFICATION
658,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SPOKANE COUNTY,PUBLIC SAFETY BLDG 1100 W MALLON,99260,WA,GOVERNMENT,916001370,274033,SEX OFFENDER ADDRESS VERIFICATION
659,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,SPOKANE COUNTY,PUBLIC SAFETY BLDG 1100 W MALLON,99260,WA,GOVERNMENT,916001370,5674,TRAFFIC GRANT
660,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,STEVENS COUNTY,PO BOX 186,99114,WA,GOVERNMENT,916001372,89079,SEX OFFENDER ADDRESS VERIFICATION
661,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,STEVENS COUNTY,PO BOX 186,99114,WA,GOVERNMENT,916001372,3475,TRAFFIC GRANT
662,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,THURSTON COUNTY,2000 LAKERIDGE DRIVE SW,98502,WA,GOVERNMENT,916001375,168640,SEX OFFENDER ADDRESS VERIFICATION
663,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,THURSTON COUNTY,2000 LAKERIDGE DRIVE SW,98502,WA,GOVERNMENT,916001375,7748,TRAFFIC GRANT
664,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,WALLA WALLA COUNTY,240 WEST ALDER SUITE 101,99362,WA,GOVERNMENT,916001381,77411,SEX OFFENDER ADDRESS VERIFICATION
665,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,WHATCOM COUNTY,311 GRAND AVENUE,98225,WA,GOVERNMENT,916001383,141792,SEX OFFENDER ADDRESS VERIFICATION
666,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,WHATCOM COUNTY,311 GRAND AVENUE,98225,WA,GOVERNMENT,916001383,5600,TRAFFIC GRANT
667,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,WHITMAN COUNTY,PO BOX 470,99111,WA,GOVERNMENT,916001384,54000,SEX OFFENDER ADDRESS VERIFICATION
668,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,YAKIMA COUNTY,PO BOX 1388,98907,WA,GOVERNMENT,916001387,99863,AUTO THEFT PREVENTION AUTHORITY
669,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,YAKIMA COUNTY,PO BOX 1388,98907,WA,GOVERNMENT,916001387,197541,SEX OFFENDER ADDRESS VERIFICATION
670,2014,201513179349309016,WASHINGTON ASSOCIATION OF,910961051,YAKIMA COUNTY,PO BOX 1388,98907,WA,GOVERNMENT,916001387,1278,TRAFFIC GRANT
671,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,ADAMS COUNTY SHERIFF'S OFFICE,210 WEST BROADWAY,99169,WA,N/A,916001294,45431,SEX OFFENDER ADDRESS VERIFICATION GRANT
672,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,ADAMS COUNTY SHERIFF'S OFFICE,210 WEST BROADWAY,99169,WA,N/A,916001294,4243,TRAFFIC GRANT
673,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,ASOTIN COUNTY SHERIFF'S OFFICE,PO BOX 130,994020130,WA,N/A,916001295,69594,SEX OFFENDER ADDRESS VERIFICATION GRANT
674,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,BENTON COUNTY SHERIFF'S OFFICE,7122 OKANOGAN PLACE BLDG A,99336,WA,N/A,916001296,135365,SEX OFFENDER ADDRESS VERIFICATION GRANT
675,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,BENTON COUNTY SHERIFF'S OFFICE,7122 OKANOGAN PLACE BLDG A,99336,WA,N/A,916001296,10634,TRAFFIC GRANT
676,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CHELAN COUNTY SHERIFF'S OFFICE,401 WASHINGTON STREET SUITE 1,98801,WA,N/A,916001297,85578,SEX OFFENDER ADDRESS VERIFICATION GRANT
677,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF AUBURN,25 WEST MAIN STREET,980014998,WA,N/A,916001228,7667,TRAFFIC GRANT
678,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF BELLINGHAM,505 GRAND AVENUE,98225,WA,N/A,916001229,6641,TRAFFIC GRANT
679,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF FEDERAL WAY,33325 8TH AVENUE SOUTH,980639718,WA,N/A,911462550,418118,AUTO THEFT PREVENTION GRANT
680,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF FEDERAL WAY,33325 8TH AVENUE SOUTH,980639718,WA,N/A,911462550,1000,TRAFFIC GRANT
681,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF FIFE,3737 PACIFIC HIGHWAY EAST,98424,WA,N/A,916012977,331067,AUTO THEFT PREVENTION GRANT
682,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF KELSO,201 SOUTH PACIFIC AVE,98626,WA,N/A,916001252,18613,SEX OFFENDER ADDRESS VERIFICATION GRANT
683,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF KENT,220 4TH AVENUE SOUTH,98032,WA,N/A,916001254,466447,AUTO THEFT PREVENTION GRANT
684,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF KENT,220 4TH AVENUE SOUTH,98032,WA,N/A,916001254,6965,TRAFFIC GRANT
685,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF LAKEWOOD,6000 MAIN STREET SW,98499,WA,N/A,911698185,10655,TRAFFIC GRANT
686,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF LONGVIEW,1351 HUDSON STREET,98632,WA,N/A,916001367,52504,SEX OFFENDER ADDRESS VERIFICATION GRANT
687,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF LONGVIEW,1351 HUDSON STREET,98632,WA,N/A,916001367,2500,TRAFFIC GRANT
688,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF LYNNWOOD,PO BOX 5008,98046,WA,N/A,916015840,5681,TRAFFIC GRANT
689,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF OAK HARBOR,860 SE BARRINGTON DRIVE,98277,WA,N/A,916001476,7000,TRAFFIC GRANT
690,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF PACIFIC,133 3RD AVENUE SE,98047,WA,N/A,916001483,6242,TRAFFIC GRANT
691,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF POULSBO,200 NE MOE STREET,98370,WA,N/A,916601488,9888,TRAFFIC GRANT
692,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF SPOKANE,WEST 1100 MALLON,99260,WA,N/A,916001280,185816,AUTO THEFT PREVENTION GRANT
693,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF SPOKANE,WEST 1100 MALLON,99260,WA,N/A,916001280,13226,TRAFFIC GRANT
694,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF VANCOUVER,PO BOX 1995,98668,WA,N/A,916001288,10000,AUTO THEFT PREVENTION GRANT
695,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF VANCOUVER,PO BOX 1995,98668,WA,N/A,916001288,6827,TRAFFIC GRANT
696,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF WENATCHEE,PO BOX 519,98807,WA,N/A,916001291,3816,AUTO THEFT PREVENTION GRANT
697,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CITY OF WENATCHEE,PO BOX 519,98807,WA,N/A,916001291,2620,TRAFFIC GRANT
698,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CLALLAM COUNTY SHERIFF'S OFFICE,22 EAST 4TH STREET SUITE 12,98302,WA,N/A,916001298,89251,SEX OFFENDER ADDRESS VERIFICATION GRANT
699,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CLARK COUNTY SHERIFF'S OFFICE,PO BOX 410,98666,WA,N/A,916001299,252781,SEX OFFENDER ADDRESS VERIFICATION GRANT
700,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CLARK COUNTY SHERIFF'S OFFICE,PO BOX 410,98666,WA,N/A,916001299,9400,TRAFFIC GRANT
701,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,CLARK COUNTY SHERIFF'S OFFICE,PO BOX 410,98666,WA,N/A,916001299,108589,AUTO THEFT PREVENTION GRANT
702,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,COLUMBIA COUNTY SHERIFF'S OFFICE,341 EAST MAIN STREET,99328,WA,N/A,916001309,18359,SEX OFFENDER ADDRESS VERIFICATION GRANT
703,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,COWLITZ COUNTY SHERIFF'S OFFICE,312 SW 1ST AVENUE,98626,WA,N/A,916001310,82061,SEX OFFENDER ADDRESS VERIFICATION GRANT
704,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,COWLITZ COUNTY SHERIFF'S OFFICE,312 SW 1ST AVENUE,98626,WA,N/A,916001310,4179,TRAFFIC GRANT
705,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,DOUGLAS COUNTY SHERIFF'S OFFICE,110 2ND STREET NE SUITE 200,98802,WA,N/A,916001313,64138,SEX OFFENDER ADDRESS VERIFICATION GRANT
706,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,FERRY COUNTY SHERIFF'S OFFICE,PO BOX 1099,99166,WA,N/A,916001314,34233,SEX OFFENDER ADDRESS VERIFICATION GRANT
707,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,FERRY COUNTY SHERIFF'S OFFICE,PO BOX 1099,99166,WA,N/A,916001314,1915,TRAFFIC GRANT
708,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,FRANKLIN COUNTY SHERIFF'S OFFICE,1016 NORTH 4TH AVENUE,99301,WA,N/A,916001315,89460,SEX OFFENDER ADDRESS VERIFICATION GRANT
709,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,GARFIELD COUNTY SHERIFF'S OFFICE,PO BOX 338,99347,WA,N/A,916001318,9191,SEX OFFENDER ADDRESS VERIFICATION GRANT
710,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,GARFIELD COUNTY SHERIFF'S OFFICE,PO BOX 338,99347,WA,N/A,916001318,3000,TRAFFIC GRANT
711,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,GRANT COUNTY SHERIFF'S OFFICE,PO BOX 37,98823,WA,N/A,916001319,101643,SEX OFFENDER ADDRESS VERIFICATION GRANT
712,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,GRANT COUNTY SHERIFF'S OFFICE,PO BOX 37,98823,WA,N/A,916001319,1000,TRAFFIC GRANT
713,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,GRAYS HARBOR COUNTY SHERIFF'S OFFICE,PO BOX 630,98563,WA,N/A,916001320,105163,SEX OFFENDER ADDRESS VERIFICATION GRANT
714,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,GRAYS HARBOR COUNTY SHERIFF'S OFFICE,PO BOX 630,98563,WA,N/A,916001320,1709,TRAFFIC GRANT
715,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,ISLAND COUNTY SHERIFF'S OFFICE,PO BOX 5000,98277,WA,N/A,916001321,75962,SEX OFFENDER ADDRESS VERIFICATION GRANT
716,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,ISLAND COUNTY SHERIFF'S OFFICE,PO BOX 5000,98277,WA,N/A,916001321,2620,TRAFFIC GRANT
717,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,JEFFERSON COUNTY SHERIFF'S OFFICE,79 ELKINS ROAD,98339,WA,N/A,916001322,60797,SEX OFFENDER ADDRESS VERIFICATION GRANT
718,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KING COUNTY PROSECUTING ATTORNEY,516 3RD AVENUE,98104,WA,N/A,916001337,180294,PROJECT SAFE NEIGHBORHOOD GRANT
719,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KING COUNTY SHERIFF'S OFFICE,516 3RD AVENUE,98104,WA,N/A,916001337,666246,SEX OFFENDER ADDRESS VERIFICATION GRANT
720,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KING COUNTY SHERIFF'S OFFICE,516 3RD AVENUE,98104,WA,N/A,916001337,31580,TRAFFIC GRANT
721,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KITSAP COUNTY SHERIFF'S OFFICE,614 DIVISION STREET,98366,WA,N/A,916001348,183109,SEX OFFENDER ADDRESS VERIFICATION GRANT
722,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KITTITAS COUNTY SHERIFF'S OFFICE,205 WEST 5TH AVENUE SUITE 1,98926,WA,N/A,916001349,68120,SEX OFFENDER ADDRESS VERIFICATION GRANT
723,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KLICKITAT COUNTY SHERIFF'S OFFICE,205 S COLUMBUS AVENUE ROOM 108,98620,WA,N/A,916001350,62881,SEX OFFENDER ADDRESS VERIFICATION GRANT
724,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,KLICKITAT COUNTY SHERIFF'S OFFICE,205 S COLUMBUS AVENUE ROOM 108,98620,WA,N/A,916001350,8013,TRAFFIC GRANT
725,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,LEWIS COUNTY SHERIFF'S OFFICE,345 WEST MAIN STREET,98532,WA,N/A,916001351,127197,SEX OFFENDER ADDRESS VERIFICATION GRANT
726,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,LEWIS COUNTY SHERIFF'S OFFICE,345 WEST MAIN STREET,98532,WA,N/A,916001351,8354,TRAFFIC GRANT
727,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,LINCOLN COUNTY SHERIFF'S OFFICE,404 SINCLAIR PO BOX 367,99122,WA,N/A,916001352,6300,AUTO THEFT PREVENTION GRANT
728,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,LINCOLN COUNTY SHERIFF'S OFFICE,404 SINCLAIR PO BOX 367,99122,WA,N/A,916001352,20859,SEX OFFENDER ADDRESS VERIFICATION GRANT
729,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,LINCOLN COUNTY SHERIFF'S OFFICE,404 SINCLAIR PO BOX 367,99122,WA,N/A,916001352,5327,TRAFFIC GRANT
730,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,MAIKE & ASSOCIATES LLC,213 ELWHA BLUFFS ROAD,98363,WA,N/A,270573715,9177,PROJECT SAFE NEIGHBORHOOD GRANT
731,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,MASON COUNTY SHERIFF'S OFFICE,419 NORTH 4TH STREET,98584,WA,N/A,916001354,98751,SEX OFFENDER ADDRESS VERIFICATION GRANT
732,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,OKANOGAN COUNTY SHERIFF'S OFFICE,123 5TH AVENUE NORTH ROOM 200,98840,WA,N/A,916001355,85514,SEX OFFENDER ADDRESS VERIFICATION GRANT
733,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,OKANOGAN COUNTY SHERIFF'S OFFICE,123 5TH AVENUE NORTH ROOM 200,98840,WA,N/A,916001355,4225,TRAFFIC GRANT
734,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,PACIFIC COUNTY SHERIFF'S OFFICE,PO BOX 27,98586,WA,N/A,916001356,60895,SEX OFFENDER ADDRESS VERIFICATION GRANT
735,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,PACIFIC COUNTY SHERIFF'S OFFICE,PO BOX 27,98586,WA,N/A,916001356,1400,TRAFFIC GRANT
736,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,PEND OREILLE COUNTY SHERIFFS OFFICE,331 SOUTH GARDEN AVENUE,99156,WA,N/A,916001357,36460,SEX OFFENDER ADDRESS VERIFICATION GRANT
737,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,PIERCE COUNTY SHERIFF'S OFFICE,930 TACOMA AVENUE SOUTH,98402,WA,N/A,916001359,457797,SEX OFFENDER ADDRESS VERIFICATION GRANT
738,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SAN JUAN COUNTY SHERIFF'S OFFICE,PO BOX 669,98250,WA,N/A,916001360,29535,SEX OFFENDER ADDRESS VERIFICATION GRANT
739,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SEATTLE NEIGHBORHOOD GROUP,1810 E YESLER WAY,98122,WA,N/A,943098473,35234,PROJECT SAFE NEIGHBORHOOD GRANT
740,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SKAGIT COUNTY SHERIFF'S OFFICE,600 SOUTH THIRD,98273,WA,N/A,916001361,106628,SEX OFFENDER ADDRESS VERIFICATION GRANT
741,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SKAGIT COUNTY SHERIFF'S OFFICE,600 SOUTH THIRD,98273,WA,N/A,916001361,17778,TRAFFIC GRANT
742,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SKAMANIA COUNTY SHERIFF'S OFFICE,PO BOX 790,98648,WA,N/A,916001363,46423,SEX OFFENDER ADDRESS VERIFICATION GRANT
743,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SNOHOMISH COUNTY SHERIFF'S OFFICE,3000 ROCKEFELLER AVENUE MS 606,98201,WA,N/A,916001368,715553,AUTO THEFT PREVENTION GRANT
744,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SNOHOMISH COUNTY SHERIFF'S OFFICE,3000 ROCKEFELLER AVENUE MS 606,98201,WA,N/A,916001368,340882,SEX OFFENDER ADDRESS VERIFICATION GRANT
745,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,SPOKANE COUNTY SHERIFF'S OFFICE,PUBLIC SAFETY BLDG 1100 W MALLON,99260,WA,N/A,916001370,274132,SEX OFFENDER ADDRESS VERIFICATION GRANT
746,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,STEVENS COUNTY SHERIFF'S OFFICE,PO BOX 186,99114,WA,N/A,916001372,87060,SEX OFFENDER ADDRESS VERIFICATION GRANT
747,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,THURSTON COUNTY SHERIFF'S OFFICE,2000 LAKERIDGE DRIVE SW,98502,WA,N/A,916001375,174544,SEX OFFENDER ADDRESS VERIFICATION GRANT
748,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WAHKIAKUM COUNTY SHERIFF'S OFFICE,64 MAIN STREET PO BOX 65,98612,WA,N/A,916001377,13183,SEX OFFENDER ADDRESS VERIFICATION GRANT
749,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WAHKIAKUM COUNTY SHERIFF'S OFFICE,64 MAIN STREET PO BOX 65,98612,WA,N/A,916001377,2000,TRAFFIC GRANT
750,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WALLA WALLA COUNTY SHERIFFS OFFICE,240 WEST ALDER SUITE 101,99362,WA,N/A,916001381,78296,SEX OFFENDER ADDRESS VERIFICATION GRANT
751,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WALLA WALLA COUNTY SHERIFFS OFFICE,240 WEST ALDER SUITE 101,99362,WA,N/A,916001381,982,TRAFFIC GRANT
752,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WHATCOM COUNTY SHERIFF'S OFFICE,311 GRAND AVENUE,98225,WA,N/A,916001383,141876,SEX OFFENDER ADDRESS VERIFICATION GRANT
753,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WHATCOM COUNTY SHERIFF'S OFFICE,311 GRAND AVENUE,98225,WA,N/A,916001383,10624,TRAFFIC GRANT
754,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,WHITMAN COUNTY SHERIFF'S OFFICE,PO BOX 470,99111,WA,N/A,916001384,59580,SEX OFFENDER ADDRESS VERIFICATION GRANT
755,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,YAKIMA COUNTY SHERIFF'S OFFICE,PO BOX 1388,98907,WA,N/A,916001387,106588,AUTO THEFT PREVENTION GRANT
756,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,YAKIMA COUNTY SHERIFF'S OFFICE,PO BOX 1388,98907,WA,N/A,916001387,197448,SEX OFFENDER ADDRESS VERIFICATION GRANT
757,2015,201633209349309003,WASHINGTON ASSOCIATION OF,910961051,YAKIMA COUNTY SHERIFF'S OFFICE,PO BOX 1388,98907,WA,N/A,916001387,975,TRAFFIC GRANT
758,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF COLFAX,400 MILL ST NORTH,98111,WA,LOCAL GOVERNMENT,916001240,5646,TRAFFIC GRANT
759,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF FEDERAL WAY,33325 8TH AVENUE SOUTH,980639718,WA,LOCAL GOVERNMENT,911462550,871136,AUTO THEFT PREVENTION GRANT
760,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF FIFE,3737 PACIFIC HIGHWAY EAST,98424,WA,LOCAL GOVERNMENT,916012977,296834,AUTO THEFT PREVENTION GRANT
761,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF KALAMA,PO BOX 297,98625,WA,LOCAL GOVERNMENT,916001447,3647,TRAFFIC GRANT
762,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF KALAMA,PO BOX 297,98625,WA,LOCAL GOVERNMENT,916001447,1674,SEX OFFENDER ADDRESS VERIFICATION GRANT
763,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF KELSO,201 SOUTH PACIFIC AVE,98626,WA,LOCAL GOVERNMENT,916001252,19182,SEX OFFENDER ADDRESS VERIFICATION GRANT
764,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF LONGVIEW,1351 HUDSON STREET,98632,WA,LOCAL GOVERNMENT,916001367,50902,SEX OFFENDER ADDRESS VERIFICATION GRANT
765,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF MILTON,1000 LAUREL STREET,98354,WA,LOCAL GOVERNMENT,916001462,7627,TRAFFIC GRANT
766,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF MOSES LAKE,PO BOX 1579,98837,WA,LOCAL GOVERNMENT,916007721,12030,TRAFFIC GRANT
767,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF ORTING,PO BOX 489,98360,WA,LOCAL GOVERNMENT,916001481,5400,TRAFFIC GRANT
768,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF PORT TOWNSEND,607 WATER STREET,98368,WA,LOCAL GOVERNMENT,916001267,13048,TRAFFIC GRANT
769,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF POULSBO,200 NE MOE STREET,98370,WA,LOCAL GOVERNMENT,916601488,9186,TRAFFIC GRANT
770,2016,201733179349307998,WASHINGTON ASSOCIATION OF,910961051,CITY OF RICHLAND,PO BOX 190,99352,WA,LOCAL GOVERNMENT,916015119,15114,TRAFFIC GRANT
